assembly	position	strand	class	mc	h
1	187493	+	CG	34	38
1	187593	+	CG	15	23
1	187660	+	CG	15	21
1	187672	+	CG	31	34
1	187693	+	CG	12	19
1	187709	+	CG	16	29
1	187729	+	CG	13	30
1	187752	+	CG	22	30
1	187797	+	CG	29	39
1	187815	+	CG	22	28
1	187865	+	CG	25	36
1	187915	+	CG	20	31
1	187947	+	CG	15	23
1	187970	+	CG	13	25
1	187989	+	CG	19	35
1	188016	+	CG	18	28
1	188038	+	CG	14	22
1	188077	+	CG	14	23
1	188127	+	CG	24	39
1	188147	+	CG	22	31
1	188162	+	CG	26	33
1	188203	+	CG	15	23
1	188219	+	CG	13	22
1	188235	+	CG	17	28
1	188298	+	CG	24	36
1	188354	+	CG	17	29
1	188454	+	CG	12	22
1	188524	+	CG	20	28
1	188624	+	CG	16	27
1	188710	+	CG	17	21
1	188726	+	CG	15	24
1	188800	+	CG	19	32
1	188823	+	CG	23	23
1	188855	+	CG	22	22
1	188877	+	CG	29	33
1	188912	+	CG	27	30
1	188942	+	CG	25	27
1	188992	+	CG	25	28
1	189020	+	CG	15	17
1	189062	+	CG	28	31
1	189081	+	CG	24	29
1	189112	+	CG	20	26
1	189148	+	CG	19	24
1	189167	+	CG	26	32
1	189201	+	CG	28	29
1	189218	+	CG	20	26
1	189233	+	CG	36	38
1	189266	+	CG	32	39
1	189315	+	CG	32	38
1	189318	+	CG	29	33
1	189418	+	CG	39	40
1	189518	+	CG	26	27
1	189568	+	CG	39	41
1	189661	+	CG	24	27
1	189711	+	CG	22	25
1	189811	+	CG	30	33
1	189829	+	CG	34	36
1	189847	+	CG	16	21
1	189867	+	CG	4	26
1	189917	+	CG	0	30
1	189932	+	CG	3	22
1	189982	+	CG	2	31
1	190007	+	CG	4	25
1	190057	+	CG	3	26
1	190082	+	CG	2	25
1	190104	+	CG	2	32
1	190128	+	CG	2	27
1	190159	+	CG	10	32
1	190174	+	CG	4	33
1	190222	+	CG	2	40
1	190256	+	CG	1	26
1	190271	+	CG	0	31
1	190286	+	CG	5	24
1	190312	+	CG	1	28
1	190331	+	CG	5	29
1	190346	+	CG	4	28
1	190350	+	CG	9	43
1	190450	+	CG	0	34
1	190500	+	CG	2	28
1	190600	+	CG	9	31
1	190691	+	CG	2	26
1	190769	+	CG	6	32
1	190841	+	CG	0	36
1	190853	+	CG	16	29
1	190872	+	CG	21	33
1	190917	+	CG	14	20
1	190947	+	CG	18	32
1	190983	+	CG	23	37
1	191005	+	CG	27	36
1	191046	+	CG	18	32
1	191096	+	CG	24	37
1	191128	+	CG	28	37
1	191145	+	CG	22	27
1	191189	+	CG	25	31
1	191215	+	CG	21	30
1	191260	+	CG	18	32
1	191275	+	CG	16	25
1	191300	+	CG	22	31
1	191316	+	CG	26	30
1	191336	+	CG	24	35
1	191356	+	CG	17	28
1	191406	+	CG	22	27
1	191425	+	CG	23	27
1	191525	+	CG	19	29
1	191625	+	CG	19	27
1	191725	+	CG	17	29
1	191825	+	CG	20	33
1	191925	+	CG	19	31
1	191949	+	CG	18	29
1	191957	+	CG	15	27
1	191976	+	CG	17	32
1	191997	+	CG	24	41
1	192012	+	CG	23	33
1	192029	+	CG	21	34
1	192065	+	CG	26	32
1	192080	+	CG	19	32
1	192114	+	CG	23	34
1	192146	+	CG	13	29
1	192161	+	CG	19	36
1	192203	+	CG	14	30
1	192222	+	CG	29	42
1	192260	+	CG	15	28
1	192310	+	CG	14	26
1	192349	+	CG	13	25
1	192398	+	CG	14	32
1	192446	+	CG	14	30
1	192469	+	CG	18	30
1	192544	+	CG	16	25
1	192594	+	CG	16	23
1	192674	+	CG	22	31
1	192760	+	CG	14	27
1	192860	+	CG	17	29
1	192958	+	CG	23	32
1	193062	+	CG	25	28
1	193088	+	CG	22	26
1	193090	+	CG	21	24
1	193098	+	CG	28	34
1	193266	+	CG	30	33
1	193284	+	CG	16	29
1	193300	+	CG	19	30
1	193402	+	CG	26	27
1	193421	+	CG	17	29
1	193454	+	CG	19	26
1	193474	+	CG	25	32
1	193492	+	CG	15	25
1	193510	+	CG	20	30
1	193525	+	CG	21	32
1	193543	+	CG	30	39
1	193567	+	CG	27	35
1	193593	+	CG	23	29
1	193635	+	CG	21	31
1	193650	+	CG	22	30
1	193666	+	CG	13	24
1	193687	+	CG	21	35
1	193724	+	CG	25	32
1	193744	+	CG	17	26
1	193763	+	CG	22	35
1	193791	+	CG	20	36
1	193841	+	CG	19	30
1	193872	+	CG	26	38
1	193890	+	CG	20	31
1	193907	+	CG	18	29
1	193957	+	CG	22	26
1	194057	+	CG	19	26
1	194157	+	CG	21	27
1	194257	+	CG	20	26
1	194357	+	CG	19	31
1	194405	+	CG	15	24
1	194443	+	CG	21	33
1	194453	+	CG	25	39
1	194494	+	CG	22	33
1	194522	+	CG	15	33
1	194549	+	CG	24	40
1	194593	+	CG	18	27
1	194643	+	CG	18	25
1	194684	+	CG	13	19
1	194716	+	CG	16	31
1	194731	+	CG	14	25
1	194761	+	CG	18	29
1	194780	+	CG	20	32
1	194815	+	CG	12	20
1	194839	+	CG	16	29
1	194889	+	CG	15	28
1	194939	+	CG	13	19
1	194980	+	CG	17	26
1	194991	+	CG	22	33
1	195052	+	CG	15	25
1	195152	+	CG	17	32
1	195244	+	CG	19	32
1	195344	+	CG	15	24
1	195394	+	CG	17	28
1	195444	+	CG	22	37
1	195528	+	CG	26	38
1	195554	+	CG	29	32
1	195562	+	CG	21	25
1	195606	+	CG	30	36
1	195714	+	CG	19	23
1	195716	+	CG	19	24
1	195790	+	CG	34	37
1	195852	+	CG	31	35
1	195906	+	CG	34	38
1	195924	+	CG	21	23
1	195952	+	CG	18	24
1	195965	+	CG	35	40
1	195980	+	CG	25	26
1	196001	+	CG	28	31
1	196051	+	CG	30	33
1	196066	+	CG	20	22
1	196091	+	CG	23	24
1	196110	+	CG	28	32
1	196147	+	CG	26	29
1	196169	+	CG	33	41
1	196202	+	CG	25	27
1	196252	+	CG	30	35
1	196281	+	CG	29	36
1	196302	+	CG	23	26
1	196352	+	CG	28	32
1	196377	+	CG	28	31
1	196417	+	CG	26	29
1	196436	+	CG	26	30
1	196536	+	CG	20	26
1	196636	+	CG	27	30
1	196736	+	CG	24	28
1	196816	+	CG	25	30
1	196910	+	CG	29	29
1	196949	+	CG	27	33
1	196967	+	CG	16	31
1	196988	+	CG	26	34
1	197025	+	CG	19	24
1	197065	+	CG	19	24
1	197083	+	CG	23	28
1	197133	+	CG	20	32
1	197166	+	CG	16	28
1	197205	+	CG	24	30
1	197241	+	CG	17	25
1	197256	+	CG	18	34
1	197306	+	CG	18	30
1	197356	+	CG	15	29
1	197382	+	CG	14	23
1	197432	+	CG	23	27
1	197465	+	CG	21	27
1	197471	+	CG	25	36
1	197560	+	CG	15	24
1	197651	+	CG	21	29
1	197751	+	CG	14	22
1	197851	+	CG	16	30
1	197951	+	CG	20	26
1	197961	+	CG	24	28
1	197999	+	CG	20	35
1	198014	+	CG	25	36
1	198033	+	CG	20	30
1	198072	+	CG	24	29
1	198122	+	CG	25	31
1	198157	+	CG	18	21
1	198183	+	CG	18	24
1	198233	+	CG	23	34
1	198256	+	CG	18	25
1	198276	+	CG	26	33
1	198321	+	CG	23	31
1	198371	+	CG	23	34
1	198386	+	CG	21	32
1	198436	+	CG	25	37
1	198483	+	CG	28	33
1	198528	+	CG	16	21
1	198574	+	CG	21	27
1	198605	+	CG	21	23
1	198705	+	CG	19	30
1	198791	+	CG	16	21
1	198841	+	CG	16	27
1	198899	+	CG	18	24
1	198999	+	CG	24	33
1	199099	+	CG	20	29
1	199162	+	CG	30	38
1	199186	+	CG	22	24
1	199196	+	CG	12	26
1	199246	+	CG	16	34
1	199274	+	CG	14	35
1	199291	+	CG	15	30
1	199338	+	CG	14	29
1	199353	+	CG	8	27
1	199377	+	CG	21	36
1	199421	+	CG	11	28
1	199436	+	CG	12	29
1	199477	+	CG	10	31
1	199503	+	CG	13	29
1	199540	+	CG	16	29
1	199566	+	CG	15	27
1	199581	+	CG	14	36
1	199631	+	CG	9	19
1	199652	+	CG	8	19
1	199683	+	CG	12	29
1	199733	+	CG	11	25
1	199775	+	CG	8	25
1	199825	+	CG	8	33
1	199925	+	CG	9	25
1	199975	+	CG	15	29
1	200075	+	CG	8	24
1	200175	+	CG	10	24
1	200275	+	CG	11	21
1	200321	+	CG	3	29
1	200467	+	CG	3	26
1	200703	+	CG	7	32
1	200711	+	CG	0	33
1	200721	+	CG	5	23
1	200747	+	CG	2	18
1	200756	+	CG	15	33
1	200771	+	CG	8	25
1	200787	+	CG	10	28
1	200837	+	CG	22	36
1	200871	+	CG	16	29
1	200921	+	CG	13	26
1	200971	+	CG	11	25
1	200994	+	CG	18	30
1	201011	+	CG	21	33
1	201061	+	CG	19	30
1	201092	+	CG	11	37
1	201127	+	CG	21	35
1	201156	+	CG	10	30
1	201204	+	CG	16	29
1	201247	+	CG	17	36
1	201268	+	CG	11	26
1	201279	+	CG	13	39
1	201329	+	CG	7	17
1	201429	+	CG	16	34
1	201529	+	CG	19	30
1	201629	+	CG	15	32
1	201721	+	CG	14	29
1	201798	+	CG	10	19
1	201842	+	CG	26	27
1	201874	+	CG	22	30
1	201878	+	CG	15	26
1	201898	+	CG	32	32
1	201940	+	CG	20	32
1	202078	+	CG	21	31
1	202138	+	CG	26	29
1	202232	+	CG	25	34
1	202276	+	CG	23	30
1	202294	+	CG	27	36
1	202332	+	CG	21	27
1	202370	+	CG	18	28
1	202390	+	CG	26	36
1	202410	+	CG	20	28
1	202443	+	CG	15	21
1	202458	+	CG	25	31
1	202495	+	CG	26	28
1	202516	+	CG	30	39
1	202560	+	CG	22	32
1	202581	+	CG	27	39
1	202631	+	CG	23	27
1	202681	+	CG	22	26
1	202706	+	CG	17	26
1	202733	+	CG	16	26
1	202756	+	CG	29	36
1	202795	+	CG	21	30
1	202845	+	CG	22	31
1	202850	+	CG	30	35
1	202900	+	CG	31	41
1	203000	+	CG	16	24
1	203100	+	CG	21	25
1	203190	+	CG	33	37
1	203290	+	CG	19	32
1	203308	+	CG	22	34
1	203384	+	CG	20	28
1	203428	+	CG	25	31
1	203478	+	CG	24	28
1	203495	+	CG	17	19
1	203545	+	CG	22	27
1	203576	+	CG	36	38
1	203594	+	CG	29	35
1	203644	+	CG	24	26
1	203676	+	CG	17	23
1	203713	+	CG	29	31
1	203738	+	CG	21	27
1	203780	+	CG	27	31
1	203826	+	CG	33	38
1	203849	+	CG	21	23
1	203867	+	CG	24	27
1	203907	+	CG	36	44
1	203924	+	CG	22	29
1	203940	+	CG	21	26
1	204040	+	CG	27	28
1	204140	+	CG	28	31
1	204190	+	CG	29	31
1	204290	+	CG	16	18
1	204373	+	CG	30	31
1	204423	+	CG	23	27
1	204455	+	CG	33	33
1	204468	+	CG	24	34
1	204513	+	CG	20	33
1	204539	+	CG	29	38
1	204562	+	CG	23	29
1	204584	+	CG	22	30
1	204608	+	CG	22	29
1	204658	+	CG	13	22
1	204676	+	CG	22	34
1	204726	+	CG	20	37
1	204750	+	CG	20	32
1	204791	+	CG	16	35
1	204833	+	CG	27	36
1	204883	+	CG	17	25
1	204901	+	CG	14	26
1	204979	+	CG	27	35
1	205050	+	CG	23	30
1	205100	+	CG	24	36
1	205150	+	CG	19	28
1	205200	+	CG	18	35
1	205300	+	CG	16	23
1	205324	+	CG	20	26
1	205333	+	CG	24	30
1	205383	+	CG	22	27
1	205418	+	CG	27	36
1	205468	+	CG	18	26
1	205492	+	CG	26	39
1	205529	+	CG	20	26
1	205549	+	CG	17	27
1	205597	+	CG	12	23
1	205633	+	CG	15	25
1	205650	+	CG	16	34
1	205669	+	CG	21	34
1	205687	+	CG	26	31
1	205727	+	CG	26	33
1	205745	+	CG	17	22
1	205845	+	CG	29	39
1	205945	+	CG	26	29
1	206045	+	CG	33	43
1	206145	+	CG	23	29
1	206207	+	CG	24	27
1	206303	+	CG	27	30
1	206375	+	CG	17	24
1	206387	+	CG	20	24
1	206397	+	CG	29	37
1	206465	+	CG	31	33
1	206539	+	CG	25	27
1	206609	+	CG	18	25
1	206618	+	CG	8	31
1	206653	+	CG	11	33
1	206681	+	CG	8	30
1	206731	+	CG	8	27
1	206746	+	CG	12	34
1	206796	+	CG	7	31
1	206816	+	CG	8	28
1	206856	+	CG	7	29
1	206877	+	CG	6	26
1	206899	+	CG	4	34
1	206931	+	CG	8	31
1	206948	+	CG	4	26
1	206976	+	CG	9	32
1	207009	+	CG	10	31
1	207024	+	CG	6	22
1	207040	+	CG	6	25
1	207060	+	CG	4	19
1	207110	+	CG	6	25
1	207129	+	CG	11	33
1	207145	+	CG	8	37
1	207245	+	CG	11	31
1	207317	+	CG	8	32
1	207382	+	CG	8	32
1	207482	+	CG	8	36
1	207541	+	CG	5	34
1	207641	+	CG	4	20
1	207713	+	CG	0	24
1	207863	+	CG	2	38
1	207911	+	CG	1	30
1	208077	+	CG	3	34
1	208141	+	CG	3	24
1	208173	+	CG	25	39
1	208205	+	CG	12	20
1	208255	+	CG	16	24
1	208287	+	CG	22	28
1	208324	+	CG	21	40
1	208339	+	CG	14	30
1	208360	+	CG	24	34
1	208386	+	CG	23	34
1	208413	+	CG	26	35
1	208435	+	CG	22	30
1	208474	+	CG	17	32
1	208495	+	CG	16	28
1	208516	+	CG	26	31
1	208545	+	CG	18	30
1	208587	+	CG	19	31
1	208604	+	CG	14	28
1	208643	+	CG	11	25
1	208681	+	CG	21	26
1	208704	+	CG	19	26
1	208764	+	CG	17	28
1	208840	+	CG	16	26
1	208935	+	CG	22	32
1	209035	+	CG	22	36
1	209128	+	CG	22	38
1	209228	+	CG	31	35
1	209292	+	CG	16	25
1	209326	+	CG	1	25
1	209368	+	CG	3	28
1	209387	+	CG	1	22
1	209405	+	CG	3	32
1	209432	+	CG	3	25
1	209464	+	CG	1	28
1	209514	+	CG	2	18
1	209541	+	CG	6	33
1	209573	+	CG	6	21
1	209591	+	CG	0	29
1	209633	+	CG	2	33
1	209651	+	CG	1	37
1	209670	+	CG	0	34
1	209685	+	CG	8	28
1	209727	+	CG	4	36
1	209751	+	CG	4	31
1	209783	+	CG	3	27
1	209818	+	CG	1	17
1	209857	+	CG	2	32
1	209918	+	CG	3	24
1	210018	+	CG	4	31
1	210118	+	CG	6	33
1	210216	+	CG	2	24
1	210316	+	CG	4	28
1	210322	+	CG	5	36
1	210404	+	CG	0	26
1	210439	+	CG	21	26
1	210465	+	CG	20	29
1	210480	+	CG	29	39
1	210499	+	CG	20	34
1	210549	+	CG	20	29
1	210590	+	CG	16	29
1	210615	+	CG	14	29
1	210660	+	CG	24	36
1	210675	+	CG	26	34
1	210721	+	CG	23	35
1	210771	+	CG	25	36
1	210792	+	CG	24	39
1	210833	+	CG	19	30
1	210883	+	CG	17	26
1	210898	+	CG	12	16
1	210916	+	CG	21	26
1	210943	+	CG	23	30
1	210985	+	CG	19	28
1	211004	+	CG	21	30
1	211104	+	CG	23	38
1	211203	+	CG	15	22
1	211267	+	CG	23	28
1	211317	+	CG	23	29
1	211417	+	CG	23	35
1	211504	+	CG	13	22
1	211564	+	CG	9	16
1	211578	+	CG	20	31
1	211617	+	CG	24	32
1	211657	+	CG	23	30
1	211701	+	CG	25	33
1	211748	+	CG	29	35
1	211763	+	CG	22	30
1	211812	+	CG	20	31
1	211845	+	CG	26	30
1	211893	+	CG	12	18
1	211943	+	CG	25	35
1	211990	+	CG	21	34
1	212015	+	CG	17	25
1	212056	+	CG	16	31
1	212156	+	CG	20	29
1	212217	+	CG	23	28
1	212271	+	CG	20	30
1	212371	+	CG	13	19
1	212471	+	CG	32	39
1	212561	+	CG	23	30
1	212595	+	CG	24	30
1	212611	+	CG	29	35
1	212650	+	CG	21	25
1	212697	+	CG	29	34
1	212740	+	CG	20	29
1	212790	+	CG	31	33
1	212806	+	CG	18	32
1	212843	+	CG	21	28
1	212893	+	CG	25	28
1	212943	+	CG	29	34
1	212983	+	CG	34	36
1	213033	+	CG	31	37
1	213055	+	CG	26	31
1	213070	+	CG	17	22
1	213102	+	CG	27	29
1	213200	+	CG	31	33
1	213299	+	CG	29	37
1	213399	+	CG	26	31
1	213472	+	CG	15	24
1	213572	+	CG	16	22
1	213640	+	CG	22	26
1	213668	+	CG	20	28
1	213675	+	CG	0	31
1	213700	+	CG	7	40
1	213725	+	CG	5	28
1	213741	+	CG	0	28
1	213782	+	CG	7	33
1	213804	+	CG	8	36
1	213833	+	CG	5	32
1	213883	+	CG	3	32
1	213898	+	CG	4	33
1	213923	+	CG	4	29
1	213959	+	CG	5	25
1	213990	+	CG	4	23
1	214005	+	CG	0	31
1	214031	+	CG	4	25
1	214081	+	CG	15	33
1	214113	+	CG	15	35
1	214135	+	CG	15	36
1	214158	+	CG	12	25
1	214165	+	CG	8	25
1	214265	+	CG	11	29
1	214365	+	CG	10	25
1	214427	+	CG	7	25
1	214527	+	CG	0	28
1	214621	+	CG	4	31
1	214735	+	CG	6	33
1	214795	+	CG	7	30
1	214837	+	CG	3	33
1	214863	+	CG	1	24
1	214873	+	CG	6	33
1	214887	+	CG	5	36
1	215053	+	CG	2	22
1	215117	+	CG	6	38
1	215119	+	CG	6	33
